SUBMOSTRA;DL;DE;F/MAX;F/DEP;F/ID;M/MAX
444;4;0,06896552;4;0;0;10;
445;5;0,2173913;2;0;0;0;
446;13;0,22413793;0;1;0;20;
447;5;0,10638298;5;0;0;12;
448;4;0,15384616;2;0;0;0;
449;4;0,093023255;1;0;0;23;
450;15;0,25;14;0;0;12;
451;14;0,27450982;11;0;0;22;
452;13;0,31707317;13;0;0;0;
453;0;0,0;0;0;0;3;
454;1;0,02173913;0;0;1;4;
455;5;0,09803922;2;0;0;17;
456;0;0,0;0;0;0;8;
457;3;0,078947365;1;0;0;8;
458;2;0,06896552;0;0;2;0;
459;0;0,0;0;0;0;0;
460;1;0,01754386;0;0;1;17;
461;3;0,06818182;2;0;0;2;
462;16;0,24242425;16;0;0;24;
463;0;0,0;0;0;0;0;
464;0;0,0;0;0;0;0;
465;6;0,15384616;4;0;0;0;
466;6;0,12244898;0;1;0;12;
467;13;0,19117647;5;0;0;24;
468;15;0,29411766;11;0;0;22;
469;1;0,05263158;0;0;1;0;
470;22;0,37288135;2;0;0;30;
471;1;0,02631579;0;0;1;8;
472;2;0,071428575;0;1;0;0;
473;2;0,08;0;1;0;2;
474;2;0,06451613;0;1;0;0;
475;0;0,0;0;0;0;0;
476;1;0,022727273;0;0;1;20;
477;35;0,5833333;17;0;0;18;
478;0;0,0;0;0;0;0;
479;0;0,0;0;0;0;5;
480;9;0,14285715;7;0;0;21;
481;15;0,26785713;8;0;0;4;
482;0;0,0;0;0;0;0;
483;0;0,0;0;0;0;0;
484;3;0,04918033;3;0;0;11;
485;3;0,09677419;3;0;0;0;
486;0;0,0;0;0;0;5;
487;4;0,14285715;0;0;4;0;
488;1;0,037037037;0;0;1;3;
489;1;0,033333335;0;0;1;0;
490;1;0,016666668;0;0;1;15;
491;0;0,0;0;0;0;0;
492;3;0,071428575;3;0;0;3;
493;2;0,06896552;2;0;0;2;
494;9;0,32142857;7;0;0;0;
495;10;0,20833333;9;0;0;0;
496;2;0,03508772;2;0;0;12;
497;6;0,19354838;1;0;0;8;
498;0;0,0;0;0;0;0;
499;6;0,12;5;0;0;28;
500;6;0,10714286;5;0;0;4;
501;0;0,0;0;0;0;0;
502;0;0,0;0;0;0;0;
503;10;0,14705883;10;0;0;33;
504;3;0,09375;3;0;0;12;
505;3;0,057692308;3;0;0;3;
506;0;0,0;0;0;0;6;
507;0;0,0;0;0;0;0;
508;11;0,2;11;0;0;6;
509;2;0,071428575;0;0;2;6;
510;20;0,29411766;10;0;0;5;
511;10;0,2;9;0;0;3;
512;0;0,0;0;0;0;0;
513;3;0,09090909;2;0;0;7;
514;7;0,13725491;7;0;0;12;
515;4;0,11764706;4;0;0;14;
516;6;0,13636364;5;0;0;4;
517;3;0,050847456;3;0;0;16;
518;0;0,0;0;0;0;28;
519;3;0,06818182;3;0;0;5;
520;4;0,16;0;0;4;0;
521;4;0,1;3;0;0;1;
522;0;0,0;0;0;0;11;
523;3;0,13043478;3;0;0;5;
524;4;0,11764706;0;0;4;0;
525;0;0,0;0;0;0;0;
526;4;0,1904762;4;0;0;0;
527;0;0,0;0;0;0;0;
528;0;0,0;0;0;0;0;
529;0;0,0;0;0;0;0;
530;0;0,0;0;0;0;0;
531;0;0,0;0;0;0;0;
532;11;0,25581396;3;0;0;12;
533;8;0,15686275;8;0;0;1;
534;10;0,14705883;10;0;0;25;
535;0;0,0;0;0;0;0;
536;3;0,08108108;0;0;3;3;
537;15;0,31914893;3;0;0;12;
538;11;0,16176471;9;0;0;37;
539;2;0,06896552;0;0;2;0;
540;3;0,07692308;0;2;0;2;
541;3;0,078947365;0;2;0;21;
542;34;0,41975307;33;0;0;21;
543;32;0,55172414;5;0;0;4;
544;14;0,3043478;11;0;0;7;
545;0;0,0;0;0;0;0;
546;0;0,0;0;0;0;0;
547;20;0,2857143;16;0;0;28;
548;22;0,39285713;17;0;0;3;
549;5;0,11904762;5;0;0;7;
550;14;0,2857143;14;0;0;0;
551;7;0,14893617;5;0;0;5;
552;17;0,3090909;17;0;0;13;
553;24;0,4528302;17;0;0;8;
554;14;0,20588236;10;0;0;12;
555;23;0,29113925;16;0;0;34;
556;12;0,20338982;8;0;0;8;
557;41;0,46067417;33;0;0;11;
558;6;0,0952381;2;0;0;6;
559;25;0,32051283;25;0;0;15;
560;18;0,5625;18;0;0;0;
561;16;0,21621622;12;0;0;21;
562;5;0,14705883;2;0;0;2;
