;DE;DL;;F/MAX;F/DEP;F/ID;M/MAX
adc01_ib3_s.txt;0,14680667;3733;adc01_ib3_s.txt;2315;95;236;4621;
m01_tv3_s.txt;0,06733701;2076;m01_tv3_s.txt;1733;98;55;6451;
mnac01_ib3_s.txt;0,15311214;2455;mnac01_ib3_s.txt;1992;56;59;1920;
mnac01_tv3_s.txt;0,06067961;975;mnac01_tv3_s.txt;848;13;12;2930;
p01_ib3_s.txt;0,1132;3113;p01_ib3_s.txt;2297;69;185;4916;
p01_tv3_s.txt;0,02912657;793;p01_tv3_s.txt;569;60;60;7008;
