SUBMOSTRA;DL;DE;F/MAX;F/DEP;F/ID;M/MAX
252;4;0,060606062;3;0;0;16;
253;4;0,078431375;3;0;0;27;
254;3;0,09375;2;0;0;1;
255;0;0,0;0;0;0;0;
256;0;0,0;0;0;0;0;
257;0;0,0;0;0;0;4;
258;0;0,0;0;0;0;0;
259;0;0,0;0;0;0;4;
260;0;0,0;0;0;0;3;
261;16;0,22535211;12;0;0;12;
262;4;0,06153846;4;0;0;12;
263;0;0,0;0;0;0;0;
264;0;0,0;0;0;0;9;
265;0;0,0;0;0;0;25;
266;0;0,0;0;0;0;4;
267;10;0,37037036;10;0;0;3;
268;0;0,0;0;0;0;1;
269;5;0,084745765;5;0;0;19;
270;0;0,0;0;0;0;17;
271;12;0,22222222;12;0;0;0;
272;29;0,33333334;28;0;0;11;
273;13;0,325;0;3;0;9;
274;20;0,35714287;17;0;0;0;
275;6;0,10526316;6;0;0;17;
276;0;0,0;0;0;0;12;
277;0;0,0;0;0;0;0;
278;0;0,0;0;0;0;10;
279;15;0,22727273;15;0;0;7;
280;0;0,0;0;0;0;4;
281;0;0,0;0;0;0;0;
282;0;0,0;0;0;0;0;
283;8;0,16;8;0;0;3;
284;0;0,0;0;0;0;0;
285;0;0,0;0;0;0;0;
286;0;0,0;0;0;0;42;
287;0;0,0;0;0;0;0;
288;0;0,0;0;0;0;0;
289;0;0,0;0;0;0;15;
290;0;0,0;0;0;0;0;
291;0;0,0;0;0;0;4;
292;0;0,0;0;0;0;0;
293;0;0,0;0;0;0;12;
294;11;0,18965517;11;0;0;15;
295;11;0,16176471;9;0;0;2;
296;0;0,0;0;0;0;26;
297;0;0,0;0;0;0;0;
298;12;0,17391305;12;0;0;1;
299;6;0,14634146;4;0;0;18;
300;1;0,02631579;0;0;1;10;
301;0;0,0;0;0;0;4;
302;0;0,0;0;0;0;0;
303;0;0,0;0;0;0;0;
304;0;0,0;0;0;0;0;
305;0;0,0;0;0;0;0;
306;0;0,0;0;0;0;16;
307;2;0,045454547;0;1;0;0;
308;0;0,0;0;0;0;0;
309;10;0,22222222;8;0;0;17;
310;6;0,08571429;6;0;0;5;
311;0;0,0;0;0;0;5;
312;0;0,0;0;0;0;34;
313;0;0,0;0;0;0;11;
314;0;0,0;0;0;0;0;
315;0;0,0;0;0;0;0;
316;0;0,0;0;0;0;0;
317;0;0,0;0;0;0;0;
318;0;0,0;0;0;0;0;
319;0;0,0;0;0;0;0;
320;0;0,0;0;0;0;7;
321;0;0,0;0;0;0;0;
322;0;0,0;0;0;0;0;
323;0;0,0;0;0;0;0;
324;0;0,0;0;0;0;0;
325;0;0,0;0;0;0;0;
326;3;0,06666667;3;0;0;13;
327;0;0,0;0;0;0;20;
328;0;0,0;0;0;0;9;
329;3;0,06666667;3;0;0;10;
330;0;0,0;0;0;0;0;
331;0;0,0;0;0;0;5;
332;0;0,0;0;0;0;0;
333;0;0,0;0;0;0;11;
334;10;0,15873016;9;0;0;7;
335;0;0,0;0;0;0;0;
336;0;0,0;0;0;0;16;
337;0;0,0;0;0;0;2;
338;0;0,0;0;0;0;0;
339;3;0,057692308;3;0;0;1;
340;4;0,09756097;4;0;0;6;
341;0;0,0;0;0;0;0;
342;0;0,0;0;0;0;5;
343;9;0,16363636;9;0;0;2;
344;9;0,19148937;7;0;0;19;
345;3;0,083333336;3;0;0;0;
346;0;0,0;0;0;0;0;
347;0;0,0;0;0;0;7;
348;6;0,13636364;4;0;0;4;
349;0;0,0;0;0;0;36;
350;3;0,057692308;3;0;0;18;
351;2;0,041666668;0;1;0;4;
352;0;0,0;0;0;0;0;
353;0;0,0;0;0;0;0;
354;0;0,0;0;0;0;25;
355;0;0,0;0;0;0;0;
356;0;0,0;0;0;0;0;
357;0;0,0;0;0;0;0;
358;0;0,0;0;0;0;10;
359;0;0,0;0;0;0;18;
360;0;0,0;0;0;0;16;
361;0;0,0;0;0;0;21;
362;0;0,0;0;0;0;6;
363;1;0,04;0;0;1;3;
364;0;0,0;0;0;0;6;
365;0;0,0;0;0;0;0;
366;2;0,05;0;1;0;10;
367;0;0,0;0;0;0;0;
368;5;0,125;1;0;0;4;
369;1;0,035714287;1;0;0;0;
370;0;0,0;0;0;0;0;
371;4;0,0754717;3;0;0;3;
372;0;0,0;0;0;0;0;
373;0;0,0;0;0;0;0;
374;0;0,0;0;0;0;0;
375;0;0,0;0;0;0;4;
376;17;0,37777779;17;0;0;1;
377;0;0,0;0;0;0;0;
378;0;0,0;0;0;0;0;
379;0;0,0;0;0;0;0;
380;0;0,0;0;0;0;10;
381;0;0,0;0;0;0;10;
382;0;0,0;0;0;0;28;
383;0;0,0;0;0;0;0;
384;4;0,08163265;2;0;0;2;
385;0;0,0;0;0;0;2;
386;0;0,0;0;0;0;12;
387;0;0,0;0;0;0;0;
388;4;0,08510638;4;0;0;14;
389;0;0,0;0;0;0;0;
390;0;0,0;0;0;0;0;
391;0;0,0;0;0;0;26;
392;0;0,0;0;0;0;2;
393;0;0,0;0;0;0;0;
394;0;0,0;0;0;0;21;
395;0;0,0;0;0;0;0;
396;0;0,0;0;0;0;36;
397;10;0,16129032;10;0;0;5;
398;3;0,125;2;0;0;8;
399;0;0,0;0;0;0;0;
400;3;0,05263158;2;0;0;11;
401;0;0,0;0;0;0;0;
402;1;0,02;0;0;1;33;
403;0;0,0;0;0;0;0;
404;0;0,0;0;0;0;0;
405;0;0,0;0;0;0;0;
406;0;0,0;0;0;0;0;
407;0;0,0;0;0;0;0;
408;0;0,0;0;0;0;0;
409;0;0,0;0;0;0;0;
410;0;0,0;0;0;0;6;
411;0;0,0;0;0;0;0;
412;0;0,0;0;0;0;18;
413;2;0,2;0;1;0;0;
414;0;0,0;0;0;0;20;
415;0;0,0;0;0;0;4;
416;0;0,0;0;0;0;1;
417;0;0,0;0;0;0;0;
418;0;0,0;0;0;0;0;
419;0;0,0;0;0;0;0;
420;0;0,0;0;0;0;0;
421;0;0,0;0;0;0;26;
422;0;0,0;0;0;0;0;
423;1;0,022222223;0;0;1;1;
424;0;0,0;0;0;0;6;
425;0;0,0;0;0;0;7;
426;0;0,0;0;0;0;2;
427;0;0,0;0;0;0;2;
428;0;0,0;0;0;0;0;
429;0;0,0;0;0;0;2;
430;0;0,0;0;0;0;3;
431;0;0,0;0;0;0;0;
432;0;0,0;0;0;0;8;
433;0;0,0;0;0;0;8;
434;0;0,0;0;0;0;9;
